wavelength,spectra
401.16424560547,0.26131272316
403.09292602539,0.26187545061
405.02160644531,0.26231095195
406.95028686523,0.26252630353
408.87896728516,0.26320692897
410.8076171875,0.26417607069
412.73629760742,0.26471990347
414.66497802734,0.26490962505
416.59365844727,0.26532769203
418.52233886719,0.26589885354
420.45098876953,0.26619374752
422.37966918945,0.26664870977
424.30834960938,0.26746189594
426.2370300293,0.26816308498
428.16571044922,0.26871243119
430.09436035156,0.26927307248
432.02304077148,0.26995742321
433.95172119141,0.27068567276
435.88040161133,0.27127742767
437.80908203125,0.27220913768
439.73773193359,0.27302491665
441.66641235352,0.27309584618
443.59509277344,0.27357652783
445.52377319336,0.27468386292
447.45245361328,0.27572125196
449.38110351563,0.27647569776
451.30978393555,0.2765416503
453.23846435547,0.27652344108
455.16714477539,0.27731528878
457.09582519531,0.27835652232
459.02447509766,0.27901229262
460.95315551758,0.27964520454
462.8818359375,0.28052860498
464.81051635742,0.28128030896
466.73919677734,0.28189906478
468.66784667969,0.28265985847
470.59652709961,0.28348779678
472.52520751953,0.28410342336
474.45388793945,0.28472346067
476.38256835938,0.28533813357
478.31121826172,0.28553444147
480.23989868164,0.28593766689
482.16857910156,0.28678879142
484.09725952148,0.28760546446
486.02593994141,0.28811588883
487.95458984375,0.28829178214
489.88327026367,0.2887994945
491.81195068359,0.28929489851
493.74063110352,0.28950858116
495.66931152344,0.29036599398
497.59796142578,0.2911786437
499.5266418457,0.29166612029
501.45532226563,0.2921692431
503.38400268555,0.2924683094
505.31268310547,0.29285675287
507.24133300781,0.2934230864
509.17001342773,0.29413017631
511.09869384766,0.29462599754
513.02734375,0.29497805238
514.9560546875,0.29535165429
516.88470458984,0.295640558
518.81341552734,0.29629516602
520.74206542969,0.29695758224
522.67071533203,0.29706355929
524.59942626953,0.29715049267
526.52807617188,0.29742327332
528.45678710938,0.29777398705
530.38543701172,0.29814195633
532.31408691406,0.29832476377
534.24279785156,0.29856038094
536.17144775391,0.29892200232
538.10015869141,0.29929187894
540.02880859375,0.29982993007
541.95745849609,0.30025205016
543.88616943359,0.30047532916
545.81481933594,0.30093079805
547.74353027344,0.30163279176
549.67218017578,0.30233490467
551.60083007813,0.30311009288
553.52954101563,0.30378848314
555.45819091797,0.3040741086
557.38690185547,0.30466917157
559.31555175781,0.30550852418
561.24420166016,0.30603674054
563.17291259766,0.30695441365
565.1015625,0.30797719955
567.0302734375,0.30857676268
568.95892333984,0.30926588178
570.88757324219,0.3101554215
572.81628417969,0.31104016304
574.74493408203,0.31167945266
576.67364501953,0.31224045157
578.60229492188,0.31297314167
580.53094482422,0.31385248899
582.45965576172,0.31499093771
584.38830566406,0.31592187285
586.31701660156,0.3166154027
588.24566650391,0.3178999424
590.17431640625,0.31921845675
592.10302734375,0.32000076771
594.03167724609,0.32067984343
595.96038818359,0.32165336609
597.88903808594,0.32299479842
599.81768798828,0.32407730818
601.74639892578,0.32494929433
603.67504882813,0.32633134723
605.60375976563,0.32774281502
607.53240966797,0.32855659723
609.46105957031,0.32937908173
611.38977050781,0.33083945513
613.31842041016,0.3328641057
615.24713134766,0.33468678594
617.17578125,0.33611640334
619.10443115234,0.33747822046
621.03314208984,0.338580966
622.96179199219,0.33982878923
624.89050292969,0.34169441462
626.81915283203,0.34402677417
628.74780273438,0.34629002213
630.67651367188,0.34796380997
632.60516357422,0.34974217415
634.53387451172,0.35160765052
636.46252441406,0.35306665301
638.39117431641,0.35490480065
640.31988525391,0.35707473755
642.24853515625,0.35884106159
644.17724609375,0.36079508066
646.10589599609,0.36355024576
648.03454589844,0.36590898037
649.96325683594,0.36764460802
651.89190673828,0.36910784245
653.82061767578,0.37061974406
655.74926757813,0.37307611108
657.67791748047,0.37511360645
659.60662841797,0.376765728
661.53527832031,0.37914347649
663.46398925781,0.38152009249
665.39263916016,0.38384523988
667.3212890625,0.38593962789
669.25,0.38803976774
671.17864990234,0.39059242606
673.10736083984,0.39328941703
675.03601074219,0.39626392722
676.96466064453,0.39948034286
678.89337158203,0.40249910951
680.82202148438,0.40538570285
682.75073242188,0.40850162506
684.67938232422,0.41137316823
686.60803222656,0.41347584128
688.53674316406,0.41582864523
690.46539306641,0.41962116957
692.39410400391,0.42443704605
694.32275390625,0.4284080863
696.25140380859,0.43099039793
698.18011474609,0.43370011449
700.10876464844,0.43704175949
702.03747558594,0.44075235724
703.96612548828,0.44445094466
705.89477539063,0.44829457998
707.82348632813,0.45256060362
709.75213623047,0.45636251569
711.68084716797,0.4595477581
713.60949707031,0.46328568459
715.53814697266,0.46797162294
717.46685791016,0.47273647785
719.3955078125,0.47738003731
721.32421875,0.4819496274
723.25286865234,0.487193048
725.18151855469,0.49341535568
727.11022949219,0.49948233366
729.03887939453,0.50570219755
730.96759033203,0.51231336594
732.89624023438,0.51867747307
734.82489013672,0.52538114786
736.75360107422,0.53304600716
738.68225097656,0.54121279716
740.61096191406,0.54998844862
742.53961181641,0.55994987488
744.46826171875,0.57094156742
746.39697265625,0.58212679625
748.32562255859,0.5940887928
750.25433349609,0.60745853186
752.18298339844,0.62111479044
754.11163330078,0.63552576303
756.04034423828,0.65190792084
757.96899414063,0.66963648796
759.89770507813,0.68766665459
761.82635498047,0.70668280125
763.75500488281,0.72747659683
765.68371582031,0.74937140942
767.61236572266,0.77200132608
769.54107666016,0.79666614532
771.4697265625,0.82346242666
773.39837646484,0.85105168819
775.32708740234,0.87843644619
777.25573730469,0.90336531401
779.18444824219,0.92522573471
781.11309814453,0.94378614426
783.04174804688,0.95854216814
784.97045898438,0.97080397606
786.89910888672,0.98104184866
788.82781982422,0.99015647173
790.75646972656,0.99959599972
792.68511962891,1.00964283943
794.61383056641,1.02071201801
796.54248046875,1.03309381008
798.47119140625,1.04667592049
800.39984130859,1.06429791451
802.32849121094,1.09069561958
804.25720214844,1.12948656082
806.18585205078,1.18601059914
808.11456298828,1.26526260376
810.04321289063,1.36382508278
811.97186279297,1.46657562256
813.90057373047,1.55176842213
815.82922363281,1.60704982281
817.75793457031,1.63980197906
819.68658447266,1.66497254372
821.615234375,1.68964111805
823.5439453125,1.71366560459
825.47259521484,1.73696398735
827.40130615234,1.75125741959
829.32995605469,1.71654343605
831.25860595703,1.57600843906
833.18731689453,1.36344408989
835.11596679688,1.16414797306
837.04467773438,1.01200711727
838.97332763672,0.90277159214
840.90197753906,0.82415652275
842.83068847656,0.76634079218
844.75933837891,0.72274857759
846.68804931641,0.68915593624
848.61669921875,0.66255152225
850.54534912109,0.64031708241
852.47406005859,0.62079340219
854.40270996094,0.60384833813
856.33142089844,0.58975422382
858.26007080078,0.57791936398
860.18872070313,0.56696993113
862.11743164063,0.55542898178
864.04608154297,0.54278856516
865.97479248047,0.53014147282
867.90344238281,0.51922351122
869.83209228516,0.51124608517
871.76080322266,0.50657707453
873.689453125,0.50475490093
875.6181640625,0.50457954407
877.54681396484,0.50375247002
879.47546386719,0.49876123667
881.40417480469,0.48656564951
883.33282470703,0.46719762683
885.26153564453,0.44408717752
887.19018554688,0.42138803005
889.11883544922,0.4016405344
891.04754638672,0.38552415371
892.97619628906,0.37261238694
894.90490722656,0.36223888397
896.83355712891,0.35393685102
898.76220703125,0.3474316299
900.69091796875,0.34251502156
902.61956787109,0.33904829621
904.54827880859,0.33682066202
906.47692871094,0.33550718427
908.40557861328,0.33501338959
910.33428955078,0.33561533689
912.26293945313,0.3379522562
914.19165039063,0.34281492233
916.12030029297,0.35087519884
918.04895019531,0.36258295178
919.97766113281,0.37794548273
921.90631103516,0.39628314972
923.83502197266,0.41616392136
925.763671875,0.435593009
927.69232177734,0.45231580734
929.62103271484,0.46439063549
931.54968261719,0.47112485766
933.47839355469,0.4736354351
935.40704345703,0.47446990013
937.33569335938,0.47677212954
939.26440429688,0.48353123665
941.19305419922,0.49711146951
943.12176513672,0.51905930042
945.05041503906,0.54972863197
946.97906494141,0.58763104677
948.90777587891,0.62869662046
950.83642578125,0.66643828154
952.76513671875,0.69437307119
954.69378662109,0.70958483219
956.62243652344,0.71430855989
958.55114746094,0.71407449245
960.47979736328,0.71456217766
962.40850830078,0.71974599361
964.33715820313,0.73175907135
966.26580810547,0.75177395344
968.19451904297,0.78092521429
970.12316894531,0.82081317902
972.05187988281,0.87382721901
973.98052978516,0.94338864088
975.9091796875,1.03336620331
977.837890625,1.14504444599
979.76654052734,1.27397370338
981.69525146484,1.41255450249
983.62390136719,1.55601155758
985.55255126953,1.70393359661
987.48126220703,1.85884821415
989.40991210938,2.02203679085
991.33862304688,2.18612861633
993.26727294922,2.33336615562
995.19592285156,2.43952393532
997.12463378906,2.49372768402
999.05328369141,2.51326560974
1000.98199462891,2.51892352104
1002.91064453125,2.52131319046
1004.83929443359,2.52326369286
1006.76800537109,2.52482056618
1008.69665527344,2.52563714981
1010.62536621094,2.52667546272
1012.55401611328,2.52910900116
1014.48266601563,2.5313539505
1016.41137695313,2.53305721283
1018.34002685547,2.53481483459
1020.26873779297,2.53492856026
1022.19738769531,2.53572702408
1024.12609863281,2.53960466385
1026.0546875,2.54404187202
1027.9833984375,2.54800534248
1029.912109375,2.55214333534
1031.8408203125,2.5554664135
1033.76940917969,2.55796909332
1035.69812011719,2.5618493557
1037.62683105469,2.5646443367
1039.55541992188,2.56599736214
1041.48413085938,2.57051372528
1043.41284179688,2.57630944252
1045.34143066406,2.57974433899
